Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company
2022-11-30 12:21:52.214079,379.7630154011462,391.913327001558,373.34790313463697,390.09393765637725,5169197,0.0,1,AUTO_A
2022-12-01 12:21:52.214079,390.09393765637725,393.82226955826746,381.91408652983813,382.55494262071073,3807449,0.0,1,AUTO_A
2022-12-02 12:21:52.214079,382.55494262071073,383.5460814942661,375.56029672293823,380.11184412975416,5450522,0.5,1,AUTO_A
2022-12-05 12:21:52.214079,380.11184412975416,389.55527552005327,377.21598068221846,385.8501797728611,8513870,0.5,1,AUTO_A
2022-12-06 12:21:52.214079,385.8501797728611,392.9774478191142,383.6074672862254,392.6010560582706,4670766,0.0,1,AUTO_A
2022-12-07 12:21:52.214079,392.6010560582706,394.30939806954564,387.6071808949338,393.1847621655182,4092927,0.0,1,AUTO_A
2022-12-08 12:21:52.214079,393.1847621655182,395.7915523761061,380.5087312228581,381.94609351697954,7676834,0.5,1,AUTO_A
2022-12-09 12:21:52.214079,381.94609351697954,391.0974817900516,380.2598440534704,386.96537853074034,5495470,0.0,1,AUTO_A
2022-12-12 12:21:52.214079,386.96537853074034,391.60821303378384,379.91641518379936,386.8214466900927,8554630,0.0,1,AUTO_A
2022-12-13 12:21:52.214079,386.8214466900927,399.834798221887,380.0427072692582,393.9129473442321,3527326,0.0,1,AUTO_A
2022-12-14 12:21:52.214079,393.9129473442321,403.61909408819275,390.429669546746,396.99231205769985,9062954,0.0,1,AUTO_A
2022-12-15 12:21:52.214079,396.99231205769985,397.1363150096226,391.5330787433331,392.65760829674076,7559953,0.0,1,AUTO_A
2022-12-16 12:21:52.214079,392.65760829674076,398.71402287291136,382.8336333783666,382.8629905545976,9674280,0.5,1,AUTO_A
2022-12-19 12:21:52.214079,382.8629905545976,387.03955076913627,382.0760435876916,384.1551405995686,6742097,0.0,1,AUTO_A
2022-12-20 12:21:52.214079,384.1551405995686,385.4942341064787,383.374798401412,384.3221234986279,1792835,0.0,1,AUTO_A
2022-12-21 12:21:52.214079,384.3221234986279,388.791650700251,377.5191883643597,380.8328424113126,3185396,0.0,1,AUTO_A
2022-12-22 12:21:52.214079,380.8328424113126,382.69939397892375,376.8958031821012,380.84234816417325,5358343,0.0,1,AUTO_A
2022-12-23 12:21:52.214079,380.84234816417325,398.60453753323,380.3643096118194,396.5110148839846,4676938,0.5,1,AUTO_A
2022-12-26 12:21:52.214079,396.5110148839846,404.9324036316139,395.81964703174475,399.63775762526205,8394295,0.5,1,AUTO_A
2022-12-27 12:21:52.214079,399.63775762526205,401.43835714311433,392.2954975122171,393.17817914257364,9199451,0.0,1,AUTO_A
2022-12-28 12:21:52.214079,393.17817914257364,399.79121290424007,389.1281455440477,397.03256653926337,4419146,0.0,1,AUTO_A
2022-12-29 12:21:52.214079,397.03256653926337,410.37501181817464,394.54470585901976,408.0995214755479,2361162,0.0,1,AUTO_A
2022-12-30 12:21:52.214079,408.0995214755479,422.79921316061314,406.8453934735003,418.92536058130435,7996358,0.0,1,AUTO_A
2023-01-02 12:21:52.214079,418.92536058130435,438.48613676398946,417.03436951543597,435.74835127852987,8190120,0.0,1,AUTO_A
2023-01-03 12:21:52.214079,435.74835127852987,446.6321784621667,435.11951441232566,446.03456251506185,5568939,0.0,1,AUTO_A
2023-01-04 12:21:52.214079,446.03456251506185,459.56329710444913,444.19625990266985,455.7938037938405,9125561,0.5,1,AUTO_A
2023-01-05 12:21:52.214079,455.7938037938405,462.9397683309226,452.7210971898559,458.5426730198015,4152857,0.0,1,AUTO_A
2023-01-06 12:21:52.214079,458.5426730198015,472.6152056453526,456.83258173502736,465.6765767189169,6844754,0.0,1,AUTO_A
2023-01-09 12:21:52.214079,465.6765767189169,478.7575815359455,462.42614650502594,475.29995405953395,3626151,0.0,1,AUTO_A
2023-01-10 12:21:52.214079,475.29995405953395,477.19675809107343,467.5833818053893,470.4834675765317,2551023,0.0,1,AUTO_A
2023-01-11 12:21:52.214079,470.4834675765317,471.2824739945733,435.73242247214677,446.58955567627964,3558032,0.0,1,AUTO_A
2023-01-12 12:21:52.214079,446.58955567627964,471.8925158284287,442.68379629289734,457.1892183599543,2177473,0.5,1,AUTO_A
2023-01-13 12:21:52.214079,457.1892183599543,462.08836174221705,455.8987080048895,456.9193302562965,4989316,0.0,1,AUTO_A
2023-01-16 12:21:52.214079,456.9193302562965,467.44187161628247,447.8855945094437,456.6317727971977,9957550,0.0,1,AUTO_A
2023-01-17 12:21:52.214079,456.6317727971977,465.3802394965024,443.4995174418195,450.3003434191155,4990560,0.0,1,AUTO_A
2023-01-18 12:21:52.214079,450.3003434191155,452.5235594846617,445.1722279464531,447.770383562887,4144462,0.5,1,AUTO_A
2023-01-19 12:21:52.214079,447.770383562887,449.0382431450262,433.02063938037406,436.08934236834114,4876677,0.0,1,AUTO_A
2023-01-20 12:21:52.214079,436.08934236834114,436.6749353113658,428.43771942198214,428.880718781916,5437680,0.0,1,AUTO_A
2023-01-23 12:21:52.214079,428.880718781916,449.41917963069665,420.0122444657756,443.0984548056454,6082557,0.5,1,AUTO_A
2023-01-24 12:21:52.214079,443.0984548056454,444.6923898203197,431.5317779773861,431.77115557968756,8795038,0.0,1,AUTO_A
2023-01-25 12:21:52.214079,431.77115557968756,434.63763896984574,425.9516256056579,429.1577226987929,6498348,0.5,1,AUTO_A
2023-01-26 12:21:52.214079,429.1577226987929,439.957997094764,425.8670148859943,437.9723239232173,9005996,0.0,1,AUTO_A
2023-01-27 12:21:52.214079,437.9723239232173,445.1792121436339,421.0887603273688,422.74281648536686,3873702,0.0,1,AUTO_A
2023-01-30 12:21:52.214079,422.74281648536686,425.44793224009425,410.8996317469024,414.3909632187056,9681964,0.0,1,AUTO_A
2023-01-31 12:21:52.214079,414.3909632187056,417.97177517123293,409.4848139405659,410.8584297532552,9969408,0.0,1,AUTO_A
2023-02-01 12:21:52.214079,410.8584297532552,412.566034304473,401.4702321913469,402.9709448964066,6301541,0.5,1,AUTO_A
2023-02-02 12:21:52.214079,402.9709448964066,403.25092151783895,386.38043906221077,388.59037469840746,4631387,0.5,1,AUTO_A
2023-02-03 12:21:52.214079,388.59037469840746,398.3588420943479,380.432252039314,396.7733622049985,2394079,0.0,1,AUTO_A
2023-02-06 12:21:52.214079,396.7733622049985,398.6252988342836,380.2877127074496,387.9889875768677,4468628,0.0,1,AUTO_A
2023-02-07 12:21:52.214079,387.9889875768677,388.30130836692564,375.4220907043633,379.5283036745258,4180731,0.0,1,AUTO_A
2023-02-08 12:21:52.214079,379.5283036745258,380.8898287793916,361.0608647946292,365.28879750318805,8607266,0.0,1,AUTO_A
2023-02-09 12:21:52.214079,365.28879750318805,375.8191264496458,365.0348912523615,374.4533437964535,2977947,0.0,1,AUTO_A
2023-02-10 12:21:52.214079,374.4533437964535,388.3740655333402,372.02509127380694,385.3797044068341,3623203,0.0,1,AUTO_A
2023-02-13 12:21:52.214079,385.3797044068341,399.78559119231033,384.29665137395654,397.691556613217,1628314,0.0,1,AUTO_A
2023-02-14 12:21:52.214079,397.691556613217,400.5383358327463,389.0512013651893,389.54502994136516,1942206,0.0,1,AUTO_A
2023-02-15 12:21:52.214079,389.54502994136516,397.0391844233639,386.15112870733674,395.9231620404312,1479968,0.0,1,AUTO_A
2023-02-16 12:21:52.214079,395.9231620404312,404.981302695789,393.73511361206687,404.1800644635101,1096650,0.0,1,AUTO_A
2023-02-17 12:21:52.214079,404.1800644635101,418.69748507917166,400.3982420157585,417.03274848364873,1393531,0.5,1,AUTO_A
2023-02-20 12:21:52.214079,417.03274848364873,417.8486335560175,409.6489710816322,412.9689121820479,4162231,0.0,1,AUTO_A
2023-02-21 12:21:52.214079,412.9689121820479,431.18328803066913,412.3606852688425,423.9388618979756,2233899,0.0,1,AUTO_A
2023-02-22 12:21:52.214079,423.9388618979756,424.8713667205389,417.91382950004794,420.0388325652648,9801621,0.0,1,AUTO_A
2023-02-23 12:21:52.214079,420.0388325652648,447.9122436186288,415.20578071085225,443.4731273006784,6992249,0.0,1,AUTO_A
2023-02-24 12:21:52.214079,443.4731273006784,443.9728558818346,430.6708460251546,435.88214541587786,7470188,0.0,1,AUTO_A
2023-02-27 12:21:52.214079,435.88214541587786,436.6356682856894,428.2726990664175,429.44182229444095,8988924,0.0,1,AUTO_A
2023-02-28 12:21:52.214079,429.44182229444095,438.5873819862505,428.7694291335146,436.31678176284646,7782268,0.5,1,AUTO_A
2023-03-01 12:21:52.214079,436.31678176284646,446.59013603294704,435.12752712764785,444.6538758670035,6052795,0.0,1,AUTO_A
2023-03-02 12:21:52.214079,444.6538758670035,453.49819351259924,437.56845208069393,441.7026705205255,2840337,0.0,1,AUTO_A
2023-03-03 12:21:52.214079,441.7026705205255,453.0560209491177,439.59884638837616,452.25430650768146,5555289,0.0,1,AUTO_A
2023-03-06 12:21:52.214079,452.25430650768146,461.22879989713186,445.36066258150635,459.9455889582035,6384276,0.5,1,AUTO_A
2023-03-07 12:21:52.214079,459.9455889582035,462.2104857860923,442.8722300073245,450.23927074725765,9521247,0.0,1,AUTO_A
2023-03-08 12:21:52.214079,450.23927074725765,452.6591361270722,436.20181414139665,443.0615665428425,8172933,0.0,1,AUTO_A
2023-03-09 12:21:52.214079,443.0615665428425,451.2471198155454,437.5945328939132,450.53775294781525,8206096,0.0,1,AUTO_A
2023-03-10 12:21:52.214079,450.53775294781525,452.7837323232653,441.5419733770087,445.4353477261225,7067891,0.5,1,AUTO_A
2023-03-13 12:21:52.214079,445.4353477261225,452.8095898635601,437.56948457403473,439.648475527844,6724387,0.0,1,AUTO_A
2023-03-14 12:21:52.214079,439.648475527844,443.60837071252314,432.5730219109669,439.7213083933292,2735113,0.0,1,AUTO_A
2023-03-15 12:21:52.214079,439.7213083933292,444.7863345026623,418.7384399913472,423.3281318855087,1931805,0.0,1,AUTO_A
2023-03-16 12:21:52.214079,423.3281318855087,442.2407676709639,422.06316720939685,441.48629321016574,2315488,0.0,1,AUTO_A
2023-03-17 12:21:52.214079,441.48629321016574,461.8333126092187,435.9106674069541,452.9193516771596,9916383,0.0,1,AUTO_A
2023-03-20 12:21:52.214079,452.9193516771596,473.9331513420841,447.92327404465414,472.19939850794157,8825131,0.5,1,AUTO_A
2023-03-21 12:21:52.214079,472.19939850794157,474.40962591067176,465.2899556875119,470.48691224163696,4359962,0.0,1,AUTO_A
2023-03-22 12:21:52.214079,470.48691224163696,492.7945035368086,468.5355709879102,484.81876337300486,2123949,0.0,1,AUTO_A
2023-03-23 12:21:52.214079,484.81876337300486,512.0476797183115,479.2965287596945,508.9868551457808,2224347,0.0,1,AUTO_A
2023-03-24 12:21:52.214079,508.9868551457808,515.9296046546418,503.3862844581508,505.1960715540594,1167223,0.0,1,AUTO_A
2023-03-27 12:21:52.214079,505.1960715540594,528.6449371253162,500.6034742954136,526.0322988548535,5357057,0.0,1,AUTO_A
2023-03-28 12:21:52.214079,526.0322988548535,527.1658640983832,484.1949995090047,489.90671317474875,4425815,0.0,1,AUTO_A
2023-03-29 12:21:52.214079,489.90671317474875,490.2984278205664,486.34464747058564,486.4464506739877,1322597,0.5,1,AUTO_A
2023-03-30 12:21:52.214079,486.4464506739877,500.10841935555675,484.7357438017396,492.8360675243943,4030449,0.5,1,AUTO_A
2023-03-31 12:21:52.214079,492.8360675243943,525.5406125710812,488.6628137706983,513.8509389965609,2636399,0.5,1,AUTO_A
2023-04-03 12:21:52.214079,513.8509389965609,514.1983234243381,494.92367115564247,504.6844908754215,2092799,0.0,1,AUTO_A
2023-04-04 12:21:52.214079,504.6844908754215,512.5906835772978,504.56929787253995,511.2478879085338,7747016,0.5,1,AUTO_A
2023-04-05 12:21:52.214079,511.2478879085338,512.8380685607985,477.34396019513133,491.379100632803,3421459,0.5,1,AUTO_A
2023-04-06 12:21:52.214079,491.379100632803,492.4827982006229,480.35308394496593,488.1513385546334,8176678,0.0,1,AUTO_A
2023-04-07 12:21:52.214079,488.1513385546334,504.2574548090214,475.3353126060521,485.206048657832,5497215,0.0,1,AUTO_A
2023-04-10 12:21:52.214079,485.206048657832,497.57942872587586,470.6275551861262,472.34091387354465,3259461,0.0,1,AUTO_A
2023-04-11 12:21:52.214079,472.34091387354465,478.14679156633395,443.15729178863734,453.5873307195345,9006368,0.5,1,AUTO_A
2023-04-12 12:21:52.214079,453.5873307195345,474.49958298414106,452.3647794149263,471.469101483868,6270770,0.0,1,AUTO_A
2023-04-13 12:21:52.214079,471.469101483868,473.32602293161796,447.1796146625668,457.0975843408402,3836608,0.0,1,AUTO_A
2023-04-14 12:21:52.214079,457.0975843408402,466.08316001920804,451.7984591847884,460.16495993495073,3662078,0.0,1,AUTO_A
2023-04-17 12:21:52.214079,460.16495993495073,466.9438610680046,445.228820268466,449.01671002392925,7857665,0.0,1,AUTO_A
2023-04-18 12:21:52.214079,449.01671002392925,450.2000899894184,444.0032902394048,446.728327093356,4834767,0.0,1,AUTO_A
2023-04-19 12:21:52.214079,446.728327093356,448.71008900556626,414.43083184271677,423.0198850164934,6604190,0.0,1,AUTO_A
2023-04-20 12:21:52.214079,423.0198850164934,434.39421120188473,416.92311945836957,424.930528627397,2818742,0.0,1,AUTO_A
2023-04-21 12:21:52.214079,424.930528627397,451.28105037945363,421.7783062531465,444.87661583822523,9040086,0.0,1,AUTO_A
2023-04-24 12:21:52.214079,444.87661583822523,447.50338477054356,441.37233712435864,443.5411546503727,2405768,0.0,1,AUTO_A
2023-04-25 12:21:52.214079,443.5411546503727,447.64529646502723,440.85436508532297,444.91048601974495,2826724,0.0,1,AUTO_A
2023-04-26 12:21:52.214079,444.91048601974495,454.69452627516097,442.1461657564147,452.16313181384413,1605779,0.0,1,AUTO_A
2023-04-27 12:21:52.214079,452.16313181384413,478.92271659125436,448.538568818844,477.21035997479015,6642061,0.0,1,AUTO_A
2023-04-28 12:21:52.214079,477.21035997479015,479.5378735313929,469.15228685829794,469.2893106560955,9865857,0.5,1,AUTO_A
2023-05-01 12:21:52.214079,469.2893106560955,481.5200734667448,464.27250332436256,472.9142697661516,9372982,0.0,1,AUTO_A
2023-05-02 12:21:52.214079,472.9142697661516,479.31675361303047,458.83026472498955,465.4115677798051,1009263,0.5,1,AUTO_A
2023-05-03 12:21:52.214079,465.4115677798051,468.86496089032045,456.05259243615575,465.49443184671446,3351107,0.0,1,AUTO_A
2023-05-04 12:21:52.214079,465.49443184671446,466.1384838090678,455.2420169996663,461.50925008088103,3112638,0.0,1,AUTO_A
2023-05-05 12:21:52.214079,461.50925008088103,472.72752377237003,461.32534676952343,464.7508784530179,4490389,0.0,1,AUTO_A
2023-05-08 12:21:52.214079,464.7508784530179,470.4160449475547,449.6344996769581,451.95062922511937,4148229,0.0,1,AUTO_A
2023-05-09 12:21:52.214079,451.95062922511937,458.6373601461107,451.45175174563093,456.87463962039544,2418708,0.0,1,AUTO_A
2023-05-10 12:21:52.214079,456.87463962039544,457.9494692034833,454.7507432154239,457.27243897545367,7836000,0.0,1,AUTO_A
2023-05-11 12:21:52.214079,457.27243897545367,458.329063313504,435.19906602110217,439.5359284356985,9402060,0.0,1,AUTO_A
2023-05-12 12:21:52.214079,439.5359284356985,451.6816387717915,435.1244912155377,448.27412033277744,2034574,0.0,1,AUTO_A
2023-05-15 12:21:52.214079,448.27412033277744,466.98621624227115,446.1128819383247,459.9611911418581,4200835,0.0,1,AUTO_A
2023-05-16 12:21:52.214079,459.9611911418581,464.63775844566914,457.34078585389057,462.26386361195676,1057394,0.5,1,AUTO_A
2023-05-17 12:21:52.214079,462.26386361195676,472.8667971404199,457.43494684672794,461.0264792983702,2555744,0.0,1,AUTO_A
2023-05-18 12:21:52.214079,461.0264792983702,473.27632827045784,458.5414048336541,470.01276612184574,3810451,0.0,1,AUTO_A
2023-05-19 12:21:52.214079,470.01276612184574,482.72929392834266,467.09744474381176,481.5586102192558,2038902,0.0,1,AUTO_A
2023-05-22 12:21:52.214079,481.5586102192558,485.6612547076043,480.65563462627813,484.57434295862174,5531815,0.0,1,AUTO_A
2023-05-23 12:21:52.214079,484.57434295862174,487.885455574798,464.5839450385632,473.25038356609446,7359047,0.0,1,AUTO_A
2023-05-24 12:21:52.214079,473.25038356609446,475.8373466983926,461.37653158264635,465.91866625757956,9836350,0.0,1,AUTO_A
2023-05-25 12:21:52.214079,465.91866625757956,472.39979280443663,451.30299924749454,456.5015611327038,8843068,0.5,1,AUTO_A
2023-05-26 12:21:52.214079,456.5015611327038,458.4826028055368,444.809232098996,449.84314984506256,4484092,0.0,1,AUTO_A
2023-05-29 12:21:52.214079,449.84314984506256,450.25471775942304,445.60278615498027,448.05876823122105,3358845,0.0,1,AUTO_A
2023-05-30 12:21:52.214079,448.05876823122105,450.693075372366,445.34292305428414,449.08295599825396,8273903,0.5,1,AUTO_A
2023-05-31 12:21:52.214079,449.08295599825396,460.26120601473434,444.3690484508648,457.5276024251374,1827681,0.5,1,AUTO_A
2023-06-01 12:21:52.214079,457.5276024251374,458.7767593663911,452.0204613126002,452.939519724765,4406511,0.0,1,AUTO_A
2023-06-02 12:21:52.214079,452.939519724765,458.6126605502253,444.8749599870554,452.18517167767834,9575241,0.0,1,AUTO_A
2023-06-05 12:21:52.214079,452.18517167767834,453.4269896159091,420.97462573825305,425.32838379071757,8190572,0.0,1,AUTO_A
2023-06-06 12:21:52.214079,425.32838379071757,430.64014776178334,425.0479600721836,429.29543027295625,5698754,0.0,1,AUTO_A
2023-06-07 12:21:52.214079,429.29543027295625,436.5216714982599,402.60137878140887,404.13365048683926,2193274,0.5,1,AUTO_A
2023-06-08 12:21:52.214079,404.13365048683926,408.9025056116872,393.6798802588848,394.50830111589573,8820994,0.0,1,AUTO_A
2023-06-09 12:21:52.214079,394.50830111589573,408.89009744423436,393.97906443184706,405.9191150323511,9110832,0.0,1,AUTO_A
2023-06-12 12:21:52.214079,405.9191150323511,409.41002946862386,404.4205739361112,404.75302456612394,8647417,0.5,1,AUTO_A
2023-06-13 12:21:52.214079,404.75302456612394,416.6062153082738,400.04134632498744,413.4587584436532,7553999,0.5,1,AUTO_A
2023-06-14 12:21:52.214079,413.4587584436532,416.484393764749,406.91600750713997,407.3263286876596,7833912,0.0,1,AUTO_A
2023-06-15 12:21:52.214079,407.3263286876596,412.7607778587786,405.65104028522796,412.6772178764781,1419106,0.5,1,AUTO_A
2023-06-16 12:21:52.214079,412.6772178764781,415.09547240568486,400.0027186779465,405.29703471108274,5338804,0.0,1,AUTO_A
2023-06-19 12:21:52.214079,405.29703471108274,407.8704304328923,389.3308152526718,394.27613902439447,6679533,0.5,1,AUTO_A
2023-06-20 12:21:52.214079,394.27613902439447,399.9487071334783,385.8271821577277,390.2392739206123,9096266,0.5,1,AUTO_A
2023-06-21 12:21:52.214079,390.2392739206123,393.61532894285256,376.79009889851187,379.09038456436167,1240520,0.0,1,AUTO_A
2023-06-22 12:21:52.214079,379.09038456436167,383.4622829879839,364.5597834565876,368.9600235918295,5777271,0.0,1,AUTO_A
2023-06-23 12:21:52.214079,368.9600235918295,370.6924379640493,359.1720347885856,359.1753964435093,2349249,0.0,1,AUTO_A
2023-06-26 12:21:52.214079,359.1753964435093,361.71319707823596,357.97952124093945,360.7067961827615,4470928,0.0,1,AUTO_A
2023-06-27 12:21:52.214079,360.7067961827615,363.65145533704987,352.56310297379247,356.0686120094783,2948524,0.5,1,AUTO_A
2023-06-28 12:21:52.214079,356.0686120094783,363.7700106993809,352.42341497951463,361.0274592481107,1558223,0.0,1,AUTO_A
2023-06-29 12:21:52.214079,361.0274592481107,372.93584429007274,357.8476649616408,369.03426584366105,9017137,0.0,1,AUTO_A
2023-06-30 12:21:52.214079,369.03426584366105,377.80324851119457,363.24558657615967,372.25796255574164,9692419,0.0,1,AUTO_A
2023-07-03 12:21:52.214079,372.25796255574164,374.689732189695,366.07971169655343,368.2597794707528,7388254,0.5,1,AUTO_A
2023-07-04 12:21:52.214079,368.2597794707528,377.6631351133604,367.7546562724565,374.8777570377325,3640698,0.5,1,AUTO_A
2023-07-05 12:21:52.214079,374.8777570377325,384.86146455615153,374.24072889208963,381.29567221785027,6052100,0.0,1,AUTO_A
2023-07-06 12:21:52.214079,381.29567221785027,385.8624480089186,376.5810854572129,380.3342175640453,5439936,0.0,1,AUTO_A
2023-07-07 12:21:52.214079,380.3342175640453,387.9088085426489,377.8565048735195,385.5253504007638,7023937,0.0,1,AUTO_A
2023-07-10 12:21:52.214079,385.5253504007638,393.50258341139073,382.680424190562,386.0492908927419,1757921,0.5,1,AUTO_A
2023-07-11 12:21:52.214079,386.0492908927419,389.46471606702937,375.07509801745164,380.4956643161312,6079304,0.5,1,AUTO_A
2023-07-12 12:21:52.214079,380.4956643161312,391.2553069527699,373.7950929365901,387.6550850503677,6192507,0.0,1,AUTO_A
2023-07-13 12:21:52.214079,387.6550850503677,389.95655952402734,372.61320020073975,377.26313351047656,5458322,0.0,1,AUTO_A
2023-07-14 12:21:52.214079,377.26313351047656,378.48340003529904,367.2596662411284,369.35317277484165,9396604,0.0,1,AUTO_A
2023-07-17 12:21:52.214079,369.35317277484165,387.47089097664934,367.22392978454087,386.1207607725079,9807367,0.5,1,AUTO_A
2023-07-18 12:21:52.214079,386.1207607725079,389.62177826903655,368.2281728933522,371.2399263419625,4216138,0.5,1,AUTO_A
2023-07-19 12:21:52.214079,371.2399263419625,374.31513666291886,369.88899088922204,370.5701941855537,2200495,0.0,1,AUTO_A
2023-07-20 12:21:52.214079,370.5701941855537,372.094572764946,359.02563734477826,360.6109412922456,3562171,0.5,1,AUTO_A
2023-07-21 12:21:52.214079,360.6109412922456,364.17552989757127,356.8283450569774,362.125366029347,5390423,0.0,1,AUTO_A
2023-07-24 12:21:52.214079,362.125366029347,362.90095202762507,359.14154163656053,361.0567991644006,3895156,0.5,1,AUTO_A
2023-07-25 12:21:52.214079,361.0567991644006,364.51489875960107,354.488206976217,356.03854093801135,1743895,0.0,1,AUTO_A
2023-07-26 12:21:52.214079,356.03854093801135,364.07432748707527,353.7523898416229,364.0131684844376,3338916,0.0,1,AUTO_A
2023-07-27 12:21:52.214079,364.0131684844376,364.1497324380898,353.14649091192604,353.63066511476353,7258763,0.0,1,AUTO_A
2023-07-28 12:21:52.214079,353.63066511476353,365.8869726692718,353.09292492180816,360.35935083729385,8046137,0.0,1,AUTO_A
2023-07-31 12:21:52.214079,360.35935083729385,372.9365718590211,355.92363307175765,363.36241621746905,4567091,0.0,1,AUTO_A
2023-08-01 12:21:52.214079,363.36241621746905,373.3413064569948,359.8463164389562,372.7833208486783,8835980,0.0,1,AUTO_A
2023-08-02 12:21:52.214079,372.7833208486783,373.6496887219619,369.63728957247037,370.2216518693101,5900626,0.0,1,AUTO_A
2023-08-03 12:21:52.214079,370.2216518693101,376.23397345945426,370.2107998637362,375.2642841115213,3108871,0.0,1,AUTO_A
2023-08-04 12:21:52.214079,375.2642841115213,383.5017340338875,374.8813966458731,379.1282814260327,8425272,0.0,1,AUTO_A
2023-08-07 12:21:52.214079,379.1282814260327,382.2517477710816,373.88820539923427,380.15915458546647,4346924,0.0,1,AUTO_A
2023-08-08 12:21:52.214079,380.15915458546647,391.5961204077727,378.12746858034006,390.01947992090754,3177576,0.0,1,AUTO_A
2023-08-09 12:21:52.214079,390.01947992090754,399.57336604727567,383.9336325992458,387.52640135963145,7038950,0.5,1,AUTO_A
